"",电影名称,电影类型,导演,主演,评价人数,评分,国家/地区,年代
305,谍影重重2 The Bourne Supremacy,动作 / 悬疑 / 惊悚,保罗·格林格拉斯,马特·达蒙 / 弗朗卡·波滕特 / 布莱恩·考克斯,286346,8.7,美国/德国,21世纪00年代
306,终结者2：审判日 Terminator 2: Judgment Day,动作 / 科幻,詹姆斯·卡梅隆,阿诺·施瓦辛格 / 琳达·汉密尔顿 / 爱德华·福隆,279036,8.7,美国/法国,20世纪90年代
307,黑鹰坠落 Black Hawk Down,动作 / 历史 / 战争,雷德利·斯科特,乔什·哈奈特 / 伊万·麦克格雷格 / 汤姆·塞兹摩尔,236037,8.7,美国/英国,21世纪00年代
308,断背山 Brokeback Mountain,剧情 / 爱情 / 同性 / 家庭,李安,希斯·莱杰 / 杰克·吉伦哈尔 / 米歇尔·威廉姆斯,583120,8.8,美国/加拿大,21世纪00年代
309,南极大冒险 Eight Below,剧情 / 冒险,弗兰克·马歇尔,保罗·沃克 / 布鲁斯·格林伍德 / 穆恩·布拉得古德,73560,8.7,美国,21世纪00年代
310,末路狂花 Thelma & Louise,犯罪 / 剧情 / 惊悚,雷德利·斯科特,吉娜·戴维斯 / 苏珊·萨兰登 / 哈威·凯特尔,174732,8.8,美国/英国/法国,20世纪90年代
311,坠入 The Fall,剧情 / 喜剧 / 奇幻 / 冒险,塔西姆·辛,凯婷卡·安塔鲁 / 贾斯蒂恩·瓦戴尔 / 李·佩斯,88264,8.8,美国/南非/印度,21世纪00年代
312,幸福终点站 The Terminal,喜剧 / 剧情 / 爱情,史蒂文·斯皮尔伯格,汤姆·汉克斯 / 凯瑟琳·泽塔-琼斯 / 斯坦利·图齐,434394,8.8,美国,21世纪00年代
313,情枭的黎明 Carlito's Way,犯罪 / 剧情 / 惊悚,布莱恩·德·帕尔玛,阿尔·帕西诺 / 西恩·潘 / 佩内洛普·安·米勒,31989,8.7,美国,20世纪90年代
314,铁拳男人 Cinderella Man,剧情 / 家庭 / 传记 / 运动,朗·霍华德,罗素·克劳 / 蕾妮·齐薇格 / 保罗·吉亚玛提,42752,8.8,美国,21世纪00年代
315,西西里的美丽传说 Malèna,剧情 / 战争 / 情色,朱塞佩·托纳多雷,莫妮卡·贝鲁奇 / 朱塞佩·苏尔法罗 / Luciano Federico,776137,8.9,意大利/美国,21世纪00年代
316,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,动作 / 冒险 / 奇幻,戈尔·维宾斯基,约翰尼·德普 / 杰弗里·拉什 / 奥兰多·布鲁姆,696043,8.8,美国,21世纪00年代
317,贫民窟的百万富翁 Slumdog Millionaire,剧情 / 爱情,丹尼·博伊尔 / 洛芙琳·坦丹,戴夫·帕特尔 / 沙鲁巴·舒克拉 / 亚尼·卡普,612948,8.6,英国,21世纪00年代
318,何处是我朋友的家 خانه ي دوست كجاست؟,剧情,阿巴斯·基亚罗斯塔米,巴比·艾哈迈德·波 / 艾哈迈德·艾哈迈德·波 / 科达·巴和·迪范,16601,8.8,伊朗,20世纪80年代
319,迷魂记 Vertigo,爱情 / 悬疑 / 惊悚,阿尔弗雷德·希区柯克,詹姆斯·斯图尔特 / 金·诺瓦克 / 芭芭拉·贝尔·戈迪斯,87010,8.6,美国,20世纪50年代
320,恋恋风尘 戀戀風塵,剧情 / 爱情,侯孝贤,李天禄 / 辛树芬 / 王晶文,63406,8.6,中国台湾,20世纪80年代
321,土拨鼠之日 Groundhog Day,剧情 / 喜剧 / 爱情 / 奇幻,哈罗德·雷米斯,比尔·默瑞 / 安迪·麦克道威尔 / 克里斯·艾略特,138797,8.6,美国,20世纪90年代
322,花火 HANA-BI,剧情 / 爱情 / 犯罪 / 惊悚,北野武,北野武 / 岸本加世子 / 大杉涟,79943,8.6,日本,20世纪90年代
323,天水围的日与夜 天水圍的日與夜,剧情 / 家庭,许鞍华,鲍起静 / 陈丽云 / 梁进龙,98049,8.6,中国香港,21世纪00年代
324,雨人 Rain Man,剧情,巴瑞·莱文森,达斯汀·霍夫曼 / 汤姆·克鲁斯 / 瓦莱丽亚·戈利诺,333005,8.7,美国,20世纪80年代
325,E.T. 外星人 E.T.: The Extra-Terrestrial,剧情 / 科幻,史蒂文·斯皮尔伯格,亨利·托马斯 / 迪·沃伦斯 / 罗伯特·麦克纳夫顿,282298,8.6,美国,20世纪80年代
326,枪火 鎗火,剧情 / 动作 / 犯罪,杜琪峰,吴镇宇 / 任达华 / 黄秋生,169998,8.7,中国香港,20世纪90年代
327,走出非洲 Out of Africa,冒险 / 传记 / 剧情 / 爱情,西德尼·波拉克,梅丽尔·斯特里普 / 罗伯特·雷德福 / 克劳斯·马利亚·布朗道尔,74769,8.6,美国,20世纪80年代
328,洛城机密 L.A. Confidential,剧情 / 犯罪 / 悬疑 / 惊悚,柯蒂斯·汉森,凯文·史派西 / 罗素·克劳 / 盖·皮尔斯,115684,8.7,美国,20世纪90年代
329,战争之王 Lord of War,剧情 / 犯罪,安德鲁·尼科尔,尼古拉斯·凯奇 / 布丽姬·穆娜 / 杰瑞德·莱托,283980,8.7,美国/法国,21世纪00年代
330,勇闯夺命岛 The Rock,动作 / 冒险,迈克尔·贝,肖恩·康纳利 / 尼古拉斯·凯奇 / 艾德·哈里斯,218543,8.6,美国,20世纪90年代
331,遗愿清单 The Bucket List,冒险 / 喜剧 / 剧情,罗伯·莱纳,杰克·尼科尔森 / 摩根·弗里曼 / 西恩·海耶斯,314978,8.7,美国,21世纪00年代
332,面子 Saving Face,剧情 / 喜剧 / 爱情 / 同性,伍思薇,杨雅慧 / 陈冲 / 陈凌,52935,8.7,美国,21世纪00年代
